hz,stop,tgt,bp,bp_train,bp_test,t_test,win%,stop%,tp%,wick%,dbp,sh_train,sh_test,arm
T+3,3%,8%,63.308617302880656,68.09255370057623,55.50213493373969,2.874222058952839,37.32512590934527,60.99608282036934,29.546726357022944,39.357798165137616,-105.82489199951408,1.2161958009358285,0.6124697278572527,full
T+3,3%,10%,68.19368669087612,77.74818256271523,52.60255057011366,2.4830969886929073,34.63905987688864,63.514269725797426,22.38388360380526,38.6784140969163,-100.93982261151862,1.254450752918692,0.58423595449271,full
T+3,3%,15%,73.86458708395733,77.20065157480695,68.42075872480943,2.7608365092490805,32.12087297146054,65.976496922216,11.135982092893117,39.016115351993214,-95.26892221843744,1.1796744947090587,0.6458654729115406,full
T+3,3%,20%,76.08780680053599,84.72176633766506,61.998812445397554,2.3612586214848763,31.561275881365418,66.53609401231112,5.595970900951315,39.1084945332212,-93.04570250185877,1.2010644980862542,0.6343615447653501,full
T+3,3%,0.5xEM,-3.6049286801189706,0.8467762208694725,-10.869271876430007,-1.0678903864129101,64.35366536094013,35.422495803021825,64.29770565193061,41.39020537124802,-172.7384379825137,0.0051745684956766526,-0.20365935565668347,full
T+3,3%,1xEM,30.909865603234234,38.00836484529292,19.326452996163507,1.377917132486515,54.56071628427532,44.6558477895915,52.93788472299944,39.34837092731829,-138.2236436991605,0.9970742683641096,0.39597599926161386,full
T+3,3%,1.5xEM,37.29290963961297,46.16230323886633,22.81973127735566,1.3781650252570645,46.83827644096251,52.09848908785675,42.86513710128707,39.41997851772288,-131.84059966278176,1.0351241784455365,0.4629927692850556,full
T+3,5%,-,79.21027995880557,109.71212983440005,29.437010942371593,0.9259617226106335,40.402909904868494,53.66536094012311,0.0,31.49113660062565,-89.92322934358914,1.0834855943593822,0.342938143367326,full
T+3,5%,5%,44.18865467191216,53.925343689141,28.300213683562337,1.5096462833260416,55.62395075545608,40.962506994963626,52.15444879686626,31.967213114754102,-124.94485463048255,0.9459122329054211,0.4817787402283688,full
T+3,5%,8%,56.439292430115,67.46849030782488,38.44172063556045,1.6509780084260581,46.782316731952996,48.29322887520985,35.3105763850028,31.63383545770568,-112.69421687227971,0.9943495391997503,0.4912800713154195,full
